,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_6869300631',3,268,6,2,0,1,0,11,1,372,97,24998,29079,22569,4,29,10,0,0,1,0,4,366,89,26747,30308,30912,0,0
EUW1_6869276441',2,18,9,0,0,0,0,8,0,373,103,26596,29128,29244,2,22,18,2,0,0,0,2,345,92,28966,30154,32658,0,0
EUW1_6869246594',4,29,13,0,0,1,0,10,0,383,90,30241,30863,33538,3,100,22,1,0,1,0,5,337,96,31071,30097,48610,0,0
EUW1_6829920333',2,22,25,0,0,1,0,8,1,395,100,33987,34071,46331,1,21,8,0,0,2,0,5,329,76,24540,28461,22942,1,0
EUW1_6882482484',1,21,16,2,0,2,0,8,1,385,81,30746,31305,39856,1,29,9,0,0,0,0,7,343,94,26009,28740,38566,1,0
EUW1_6882456043',3,29,18,2,1,2,0,7,1,391,83,29687,31892,29104,7,41,0,0,0,0,0,5,328,96,20460,26145,17407,1,0
EUW1_6882436994',9,32,19,0,0,0,0,8,1,359,80,29789,30957,36645,3,154,16,2,0,1,0,7,301,75,27379,29385,39105,1,0
EUW1_6882425551',1,28,22,1,1,0,0,8,1,332,108,30938,32232,43051,1,272,8,0,0,1,0,4,293,79,24170,25255,29871,1,0
EUW1_6880935420',3,27,12,0,0,3,0,6,1,413,98,30662,31213,34023,2,44,7,1,0,0,0,8,302,80,23702,26397,22266,1,0
EUW1_6880909380',7,30,19,2,0,2,0,10,1,344,74,31101,29363,35754,5,43,11,0,0,1,0,5,340,82,27309,27810,28042,1,0
EUW1_6880890229',2,27,16,0,0,0,0,15,0,331,81,27437,28886,34026,5,30,11,2,0,3,0,2,341,97,29032,28818,31365,0,0
EUW1_6879474161',4,31,6,0,0,0,0,13,0,344,79,23847,27298,25426,3,38,17,2,0,3,0,2,390,96,31306,30319,30775,0,0
EUW1_6879450066',5,46,12,1,0,1,0,6,0,411,80,28053,30926,34027,4,27,5,1,0,0,0,2,345,87,23338,28548,28547,1,0
EUW1_6879424931',7,31,15,0,0,1,0,9,1,355,83,29346,28824,33708,4,67,13,2,0,0,0,6,363,85,27430,29290,32796,0,0
EUW1_6879325614',4,37,12,1,0,0,0,13,0,348,90,27347,29964,37081,2,22,17,1,0,1,0,2,300,90,28539,30511,36305,0,0
EUW1_6879310911',4,26,14,0,0,0,0,17,0,329,64,27083,27569,33027,2,34,27,1,0,3,0,1,361,85,35265,32112,46623,0,0
EUW1_6878006751',4,26,14,0,0,1,0,12,0,306,84,27074,26000,28797,1,30,19,2,0,1,0,5,349,80,30509,29369,35569,0,0
EUW1_6877969177',6,36,11,0,1,1,0,4,0,392,102,28874,29002,33397,5,26,11,2,0,0,0,6,349,98,26139,27984,24444,0,0
EUW1_6877956644',2,24,10,1,0,1,0,10,1,367,120,28396,32017,31968,3,29,12,1,0,0,0,3,355,92,25854,31575,35226,1,0
EUW1_6877891153',2,24,10,1,0,1,0,8,0,332,84,25763,28626,25258,2,31,16,1,0,0,0,2,353,93,28343,31125,35053,0,0
EUW1_6877879899',4,22,17,0,1,1,0,3,1,342,100,29527,28610,34602,1,26,16,1,0,1,0,4,304,76,28109,28481,31889,0,0
EUW1_6877867925',3,27,8,0,0,0,0,8,0,355,89,24049,29168,28111,6,35,20,2,0,2,0,0,391,98,31219,32491,37809,0,0
EUW1_6877850091',2,139,22,0,0,0,0,11,1,349,95,30558,32138,37954,6,31,17,1,0,0,0,1,334,90,29064,30293,34778,1,0
EUW1_6879349198',5,29,16,2,1,0,0,17,0,282,87,27176,29756,36660,4,339,11,0,0,3,0,0,349,94,28460,28904,37620,0,0
EUW1_6872767863',5,25,9,2,0,0,0,9,1,361,81,25626,27579,34533,4,30,23,0,0,1,0,3,333,94,31185,31803,37413,0,0
EUW1_6872712198',2,25,14,2,0,1,0,7,0,366,99,27864,31232,33145,1,91,12,0,0,0,0,4,321,62,26001,29789,36100,1,0
EUW1_6872638403',0,78,14,1,0,0,0,7,0,320,90,27617,29772,34928,5,28,16,0,0,0,0,2,359,74,27682,29944,33949,1,0
EUW1_6872613273',7,31,18,1,0,1,0,8,1,354,82,31940,31827,39475,3,26,11,0,0,0,0,6,345,114,27343,28639,28239,1,0
EUW1_6870154666',7,28,16,2,0,2,0,4,1,425,98,31944,34857,36283,3,21,8,0,0,1,0,11,328,102,23056,28357,17286,1,0
EUW1_6869224469',0,28,14,0,0,1,0,12,1,393,73,30464,29607,34030,5,28,18,2,0,2,0,9,302,74,30630,28913,42849,1,0
EUW1_6869187175',5,27,12,1,1,0,0,8,1,389,78,26737,30627,27915,1,49,10,1,0,0,0,2,384,106,26876,29744,29125,1,0
EUW1_6869159452',6,25,14,1,0,1,0,7,1,348,90,27655,28707,37093,0,59,3,1,0,0,0,6,332,66,22073,26423,25049,1,0
EUW1_6867771512',1,28,12,2,0,1,0,2,1,346,87,27783,28145,27689,6,26,7,0,0,0,0,8,298,93,23582,26925,29605,1,0
EUW1_6867736241',5,31,18,1,0,0,0,7,1,359,92,30561,28250,37614,6,31,19,0,0,1,0,5,334,46,29558,27292,42885,1,0
EUW1_6867728692',4,32,16,2,0,1,0,9,1,317,98,29175,29354,38685,3,24,8,0,0,0,0,8,346,82,25114,25451,29751,1,0
EUW1_6867706172',5,29,14,2,0,1,0,8,1,402,100,29460,31824,39774,5,32,10,0,1,1,0,6,311,84,26199,28528,25218,1,0
EUW1_6867692806',6,145,8,0,0,1,0,10,0,377,94,26499,28791,24753,7,28,9,2,0,1,0,6,379,101,26157,29110,27036,0,0
EUW1_6867677699',4,28,24,1,0,1,0,9,1,345,76,33338,31437,39880,5,25,11,1,0,1,0,6,372,83,26812,30418,35138,1,0
EUW1_6867663986',1,24,12,2,0,2,0,4,1,405,96,28678,31269,32626,2,25,5,0,0,0,0,7,299,96,22444,27514,25548,1,0
EUW1_6867658653',1,22,14,1,1,1,0,7,0,419,115,31349,34393,31047,3,22,7,1,0,1,0,4,357,94,23627,28779,26528,1,0
EUW1_6866602810',4,32,16,2,0,1,0,5,0,405,119,30335,33535,25004,2,27,5,0,0,0,0,6,351,80,23384,28136,24560,1,0
EUW1_6883322609',6,36,16,2,0,2,0,5,1,418,94,30604,32596,34017,2,39,4,0,0,0,0,7,347,81,22483,27193,20910,1,0
EUW1_6883246513',4,26,15,1,0,0,0,7,1,343,101,27906,29574,37902,2,28,10,1,0,1,0,5,310,79,25822,28918,28201,0,0
EUW1_6883171691',2,22,17,0,1,2,0,9,0,342,88,31416,30196,36086,1,25,9,1,0,2,0,6,355,92,27830,27670,28491,1,0
EUW1_6882840815',3,26,15,0,0,1,0,11,0,385,81,29741,29018,35869,8,32,16,2,0,1,0,3,351,89,29374,29028,34226,0,0
EUW1_6882786083',2,18,16,2,1,1,0,6,1,375,104,29762,32538,33015,3,46,7,0,0,1,0,3,384,88,25318,30709,25051,1,0
EUW1_6881799024',7,50,17,1,0,1,0,7,1,323,100,31603,32525,32609,5,26,8,0,0,1,0,6,340,72,24497,26104,27954,1,0
EUW1_6881697918',4,31,10,2,0,0,0,7,0,330,86,24931,28697,29936,5,22,12,0,0,0,0,2,343,73,26694,28708,27557,0,0
EUW1_6879962130',5,220,11,0,0,1,0,10,0,355,84,28238,30106,42473,1,20,16,2,0,1,0,5,363,85,28946,31468,32417,0,0
EUW1_6879899279',5,43,19,1,0,1,0,7,0,336,70,29540,29629,42962,2,28,15,0,0,0,0,6,325,74,27258,27584,33268,1,0
EUW1_6879616200',3,23,18,1,0,0,0,9,1,360,78,30083,30783,35613,8,26,9,0,0,2,0,3,343,75,24933,28126,27750,0,0
EUW1_6879474038',4,28,10,1,0,0,0,7,1,360,94,26233,30015,26304,2,25,14,1,0,0,0,1,387,84,27586,31379,37983,1,0
EUW1_6879440356',5,25,11,0,0,1,0,6,1,387,111,28025,32477,33124,2,34,6,1,0,0,0,6,346,76,24007,28966,23335,1,0
EUW1_6879427639',2,149,14,1,0,0,0,14,1,301,96,28739,27809,30611,7,40,18,1,0,1,0,8,343,82,30490,28248,36223,0,0
EUW1_6879399367',3,30,11,0,0,0,0,4,1,387,79,27383,29323,37709,5,26,14,1,0,0,0,6,314,74,26325,29945,28880,1,0
EUW1_6878860917',6,37,18,1,0,1,0,12,1,356,73,30081,31068,34350,2,20,7,1,0,3,0,7,383,91,27529,29101,30316,1,0
EUW1_6878800720',2,23,12,2,0,1,0,9,1,391,110,29659,32536,31568,0,20,10,0,0,0,0,5,370,90,26568,29411,26821,1,0
EUW1_6878753644',2,20,14,0,1,0,0,8,0,338,81,27793,30573,31487,1,30,13,2,0,0,0,4,341,113,27452,29245,30663,1,0
EUW1_6878702910',2,24,8,2,0,0,0,8,0,349,95,25397,28712,27370,2,21,10,0,1,1,0,0,380,87,27198,31275,31902,0,0
EUW1_6878658793',4,39,9,1,0,0,0,9,0,320,105,25650,28052,26145,1,24,16,0,0,1,0,2,356,84,28314,30545,29003,0,0
EUW1_6881065995',4,28,15,1,0,1,0,11,0,338,88,28522,30670,30220,5,23,11,0,0,1,0,8,390,88,28930,30390,34536,0,0
EUW1_6881016403',0,25,12,0,0,0,0,14,0,320,75,27316,27304,29014,4,29,19,2,0,3,0,3,356,96,32073,29540,33631,0,0
EUW1_6880972212',3,41,15,0,0,1,0,11,0,385,80,30089,31246,33555,5,25,16,1,0,1,0,6,348,92,28283,30780,27613,1,0
EUW1_6880905919',3,21,11,1,0,0,0,6,1,392,95,27039,30485,28629,7,33,8,0,0,1,0,0,391,80,25187,28590,25327,0,0
EUW1_6880887817',6,26,13,0,0,0,0,16,0,288,80,25462,24315,28391,6,29,19,2,0,3,0,1,335,88,32124,30600,38322,0,0
EUW1_6880876517',2,22,16,0,0,1,0,10,1,320,93,29822,28329,43252,7,76,17,2,1,1,0,5,331,102,30493,28801,42525,0,0
EUW1_6880857669',2,64,16,0,0,1,0,8,1,324,71,28823,29780,31919,2,62,4,2,0,1,0,5,382,113,25049,29202,27762,0,0
EUW1_6879724981',4,32,16,1,0,0,0,13,1,363,104,29199,29438,31805,0,24,16,0,0,2,0,4,382,74,30628,30333,32670,1,0
EUW1_6879641249',2,56,9,1,0,0,0,8,0,381,68,26474,28920,25939,3,70,10,0,0,1,0,3,386,67,26720,29258,24849,0,0
EUW1_6879605389',3,32,19,1,0,0,0,15,0,331,78,30883,29339,37066,3,31,19,1,0,4,0,3,369,90,33574,29832,41016,0,0
EUW1_6879548140',4,33,6,0,0,0,0,9,0,398,87,25015,29196,21215,7,29,10,2,0,0,0,3,405,108,27455,31539,29113,0,0
EUW1_6879516026',7,37,18,1,0,2,0,7,1,336,83,31541,30003,36318,2,33,17,0,0,1,0,9,322,83,28105,27953,40786,1,0
EUW1_6879477830',4,42,16,1,0,0,0,15,1,366,77,27962,28060,32946,4,27,16,0,0,1,0,1,379,83,30226,29232,32441,0,0
EUW1_6879416454',4,26,7,0,0,0,0,10,1,369,94,24527,28897,22761,2,22,14,1,0,0,0,0,427,78,29210,32530,31309,0,0
EUW1_6879395202',1,48,17,1,0,2,0,3,1,395,92,30724,31640,35107,4,33,7,0,0,0,0,11,337,81,23539,26465,25721,1,0
EUW1_6878727750',4,22,14,1,0,1,0,16,1,333,90,28970,28972,34610,3,28,17,1,0,2,0,5,331,97,30415,30674,38893,0,0
EUW1_6878668033',3,29,10,0,0,1,0,10,1,364,114,27243,29557,30583,1,29,6,1,0,1,0,3,368,84,26254,29297,28251,1,0
EUW1_6878594652',3,34,13,0,1,1,0,13,0,351,94,28701,31138,29472,4,27,19,2,0,1,0,3,382,93,30421,31086,35746,1,0
EUW1_6883426016',6,131,16,2,0,1,0,18,0,348,90,29738,30344,43204,3,36,15,0,0,3,0,5,324,109,30173,29032,36531,1,0
EUW1_6882923538',2,35,9,0,0,0,0,13,0,295,93,24770,24765,22111,2,28,15,2,0,4,0,1,393,93,31766,29997,30645,0,0
EUW1_6882415490',2,26,28,0,0,4,0,6,1,356,89,35856,31009,43704,1,40,5,0,0,1,0,9,312,48,21666,24770,21042,1,0
EUW1_6882392893',5,26,10,0,0,0,0,9,0,298,75,24936,27994,30518,3,71,17,2,0,2,0,3,382,85,30790,31950,33046,0,0
EUW1_6881540057',2,30,15,0,0,1,0,12,1,355,72,30990,28496,36875,1,53,27,1,0,2,0,8,331,70,32143,29523,47029,0,0
EUW1_6881474931',4,32,17,2,1,0,0,12,1,373,98,28812,31413,33243,2,23,6,0,0,1,0,2,366,106,25883,29599,24076,0,0
EUW1_6881140491',6,25,10,0,0,0,0,11,1,360,73,25579,28429,29716,4,30,13,1,0,1,0,1,336,77,27011,29406,36277,0,0
EUW1_6881049630',4,25,10,1,0,0,0,12,1,353,97,25945,28293,26426,3,23,17,1,0,2,0,3,364,94,31250,29319,36640,1,0
EUW1_6881015899',6,29,20,0,0,2,0,8,1,351,95,32366,30873,36347,5,30,16,2,0,0,0,5,281,84,27767,28265,32962,1,0
EUW1_6880971360',3,58,15,0,1,1,0,3,0,397,84,29875,32018,27894,2,80,17,1,0,0,0,7,330,108,28318,29712,29103,1,0
EUW1_6880953683',4,28,14,0,0,2,0,10,1,397,82,29847,31712,34977,1,22,8,2,0,1,0,2,281,124,25458,29197,23189,1,0
EUW1_6880919285',0,21,19,0,1,0,0,13,0,382,103,32307,33898,32517,0,25,5,1,0,3,0,7,364,108,23764,29005,24412,1,0
EUW1_6880708911',4,31,10,1,0,0,0,6,0,305,93,26084,28809,30556,1,20,12,0,0,1,0,3,364,70,26633,30084,31374,1,0
EUW1_6880677044',3,34,8,0,0,0,0,13,0,320,83,25239,27427,18256,5,22,13,2,1,2,0,3,392,106,29158,32194,27962,0,0
EUW1_6880486949',3,30,9,0,0,1,0,13,0,360,86,27807,29637,35630,3,39,14,2,0,0,0,5,356,77,26856,28774,36924,1,0
EUW1_6880419347',3,26,11,0,0,0,0,7,1,357,85,26748,29593,30634,4,25,13,2,0,0,0,6,361,77,28045,29200,35500,0,0
EUW1_6880357829',4,296,18,1,0,1,0,5,1,330,102,30332,29335,42236,2,24,11,1,0,0,0,3,336,77,25573,28227,33802,0,0
EUW1_6880291602',3,130,8,1,1,2,0,7,1,354,102,27142,27158,21067,2,27,5,1,0,1,0,9,373,146,25451,30933,15583,0,0
EUW1_6879986819',5,43,12,1,0,1,0,9,0,376,112,27806,30680,31850,3,29,9,1,0,0,0,6,319,84,24333,26162,25025,1,0
EUW1_6879774455',5,24,15,1,0,0,0,10,0,327,87,30034,29347,39010,6,31,19,1,0,2,0,5,316,88,29935,30029,36217,1,0
EUW1_6879533217',4,132,8,1,0,0,0,16,0,331,85,25095,29201,26084,3,19,15,1,0,1,0,1,369,86,29702,30939,35179,0,0
EUW1_6879504011',7,28,13,0,1,1,0,8,0,372,91,28480,29160,26943,4,27,11,2,0,0,0,4,314,98,25647,26366,24090,0,0
EUW1_6879473510',1,27,10,1,0,2,0,9,1,349,103,27923,29440,32017,4,31,10,0,0,0,0,6,309,84,24310,29092,26201,1,0
EUW1_6879429807',2,46,5,1,0,1,0,6,0,338,93,24950,27940,23259,1,23,12,1,0,1,0,6,353,76,26290,27083,30552,1,0
EUW1_6879415577',2,39,12,0,0,1,0,6,0,390,83,29959,30078,27214,5,24,8,1,0,1,0,3,379,76,25515,28898,19860,1,0
EUW1_6879369009',2,23,13,1,0,1,0,9,1,365,98,29322,31023,30611,1,24,14,1,0,1,0,7,336,97,28449,30575,28669,1,0
EUW1_6879362596',3,27,12,0,0,0,0,13,0,291,65,25970,26494,32316,7,29,23,2,0,2,0,1,367,90,32924,32434,44800,0,0
EUW1_6879328443',2,25,13,0,0,1,0,8,1,343,84,27915,29099,36849,5,50,13,2,0,0,0,1,303,80,26328,27406,36512,0,0
EUW1_6879320011',4,34,8,0,0,0,0,8,0,347,96,25557,29068,30025,4,49,14,2,0,1,0,1,382,82,28082,31410,28489,0,0
EUW1_6878045943',2,27,13,1,0,1,0,15,1,343,73,28068,29030,35529,2,25,19,1,0,2,0,3,338,98,30612,32041,38761,0,0
EUW1_6878001527',3,26,11,0,0,0,0,8,0,329,94,26491,29961,29885,6,100,6,2,1,1,0,4,362,80,24810,28461,28493,1,0
EUW1_6877966845',4,25,12,1,0,0,0,9,1,295,79,26540,27194,34101,5,46,18,1,0,1,0,3,329,73,29646,26989,36588,1,0
EUW1_6883451934',2,26,17,1,0,1,0,8,1,357,100,30436,31017,32381,4,20,12,0,0,0,0,3,359,84,26138,28867,30050,0,0
EUW1_6883396806',4,21,5,0,0,0,0,6,1,370,72,23557,29318,23462,3,22,5,2,0,0,0,3,401,99,24685,30302,22126,1,0
EUW1_6880795048',4,27,6,0,0,0,0,10,1,320,72,23250,26234,26426,8,25,17,2,0,1,0,2,343,116,29496,31497,38374,0,0
EUW1_6880775183',3,60,12,0,0,2,0,5,0,382,80,29082,30272,30833,3,29,9,2,0,0,0,8,331,86,24028,28550,29476,0,0
EUW1_6880761807',3,24,12,1,0,1,0,12,0,361,107,27853,31373,30551,3,26,14,1,0,1,0,3,354,100,29542,30571,37116,1,0
EUW1_6879619336',6,26,7,0,0,0,0,8,0,325,84,24616,28065,22059,4,30,14,2,0,2,0,1,374,104,29769,30809,36177,0,0
EUW1_6879561243',4,36,12,2,0,0,0,12,0,372,107,27141,32148,31015,4,26,13,0,0,1,0,0,380,88,28437,30639,28108,1,0
EUW1_6879356460',5,27,19,2,0,0,0,13,1,298,88,28245,30421,41639,4,27,9,0,0,1,0,3,340,92,26731,28725,40287,1,0
EUW1_6879339844',4,62,24,1,0,1,0,8,0,356,88,32032,31081,44039,4,61,9,1,0,1,0,7,317,80,25333,27329,24780,1,0
EUW1_6868199566',5,32,19,0,0,2,0,2,1,380,106,33427,32077,37975,2,134,7,2,0,1,0,9,337,98,24264,27556,29601,1,0
EUW1_6868139201',4,30,22,1,0,1,0,8,0,364,108,34770,32826,39422,0,66,12,1,0,2,0,9,337,84,28235,28640,36295,1,0
EUW1_6868082263',3,26,8,0,0,1,0,12,1,384,102,26559,30464,22348,5,27,10,2,1,1,0,1,365,90,26681,29858,26757,0,0
EUW1_6808036707',4,60,10,0,0,1,0,16,1,332,78,27305,28654,30573,5,78,16,1,0,3,0,7,338,74,30751,30077,40087,1,0
EUW1_6793327751',5,46,28,0,0,1,0,6,1,358,92,36963,33238,51369,5,39,9,1,0,4,0,6,291,76,25051,25922,33985,1,0
EUW1_6793280673',5,30,15,2,1,0,0,9,1,340,98,27812,31000,37593,3,39,5,0,0,1,0,7,355,110,25868,28816,23097,1,0
EUW1_6782802885',4,49,7,0,0,0,0,5,1,392,86,26163,28957,24570,2,31,7,2,1,1,0,2,392,95,25704,29812,24955,1,0
EUW1_6883090969',6,27,14,0,0,0,0,9,0,372,98,28204,31120,28038,2,26,11,1,0,1,0,4,402,86,27353,30591,29095,1,0
EUW1_6882971613',4,34,12,0,0,0,0,6,1,387,90,28860,30118,32855,11,104,15,2,0,2,0,2,397,105,29432,32367,32565,0,0
EUW1_6881336498',3,39,3,0,0,0,0,9,0,348,93,23773,27615,21662,5,220,10,2,0,1,0,0,405,83,26788,30121,36074,0,0
EUW1_6880977444',2,38,6,0,0,0,0,8,1,415,87,27755,30161,27390,3,29,7,2,0,1,0,6,361,99,25052,29988,22634,1,0
EUW1_6880831027',2,25,14,0,0,0,0,11,1,336,101,28568,30328,39262,4,39,13,1,0,1,0,2,323,97,27461,29300,34487,1,0
EUW1_6880019896',3,25,14,1,0,0,0,10,1,353,82,28302,29838,28812,3,26,15,1,0,1,0,6,358,97,28705,29402,36191,0,0
EUW1_6879984965',3,40,23,2,0,1,0,12,1,265,78,31409,28259,39713,2,22,12,0,1,1,0,7,330,82,27189,26988,35325,1,0
EUW1_6879392451',3,23,9,0,0,0,0,12,1,375,93,26164,30920,24079,2,22,14,2,0,1,0,1,390,94,28504,32374,28579,0,0
EUW1_6878691339',5,82,10,0,0,1,0,13,0,382,71,26801,30011,28554,3,19,13,2,0,2,0,2,328,96,28651,30168,30555,0,0
EUW1_6878618879',2,23,7,1,0,0,0,7,1,350,92,23924,28554,25177,8,141,2,0,1,0,0,3,410,84,23052,28948,22321,1,0
EUW1_6849046095',2,82,17,1,0,1,0,6,1,332,94,30294,31336,40200,2,56,10,0,0,0,0,4,354,88,26448,30015,29352,1,0
EUW1_6838707119',3,21,21,1,1,1,0,11,0,361,100,32463,31349,39682,2,29,6,1,0,1,0,6,336,58,24700,26142,32088,1,0
EUW1_6838495999',6,25,10,1,0,0,0,11,0,379,72,26623,28573,29646,2,25,12,0,0,1,0,3,393,96,29080,32010,33746,0,0
EUW1_6838429031',2,59,2,0,0,0,0,10,0,396,92,22621,29733,17015,4,34,12,1,0,1,0,0,420,101,29686,32540,35078,0,0
EUW1_6819232669',1,32,3,0,0,1,0,11,0,316,88,24261,24035,31503,5,51,21,1,1,2,0,5,337,60,30320,28704,34997,0,0
EUW1_6816947440',6,88,16,0,0,1,0,9,1,318,74,28490,29740,35488,4,30,10,1,0,1,0,5,362,80,26914,29713,27669,0,0
EUW1_6816888146',2,36,18,0,0,0,0,11,1,327,97,31002,29785,33325,2,79,11,1,0,2,0,3,394,93,27842,29044,29481,1,0
EUW1_6813819315',11,53,11,1,0,0,0,10,1,398,92,28773,29642,35897,3,24,12,1,0,1,0,4,368,84,28349,28925,30704,0,0
EUW1_6813780009',3,32,12,1,1,1,0,6,1,400,108,29442,33450,31304,4,30,3,1,0,0,0,2,368,86,23163,28769,20352,1,0
EUW1_6883736386',3,24,11,1,0,0,0,17,0,364,81,27084,29950,30246,8,33,10,1,1,1,0,1,408,85,28367,28746,29654,0,0
EUW1_6883726492',7,27,12,2,0,1,0,8,1,395,82,27489,30778,31371,4,31,11,0,0,2,0,1,412,101,28953,33322,33983,1,0
EUW1_6882964887',5,33,7,1,0,0,0,8,0,370,106,26080,28896,31318,3,27,13,0,0,3,0,1,393,98,29926,31242,32445,0,0
EUW1_6882485375',4,23,8,2,0,1,0,10,0,386,114,26684,31763,21555,9,37,9,0,0,2,0,2,359,106,28042,28612,22444,0,0
EUW1_6882461379',4,24,12,0,0,0,0,12,0,389,96,28853,30752,35635,4,28,16,2,1,1,0,2,362,85,29959,31701,24884,0,0
EUW1_6882367191',2,38,11,1,0,1,0,10,1,399,79,27020,31108,33341,1,25,7,1,0,1,0,3,371,120,26242,30491,28700,1,0
EUW1_6881208146',2,157,14,1,0,1,0,8,0,401,92,30472,30458,32761,5,25,9,1,0,0,0,4,337,78,25383,27800,25514,1,0
EUW1_6881172520',2,19,17,0,0,0,0,11,0,360,70,30053,29696,33043,0,27,18,1,0,2,0,3,374,91,30124,30568,40429,1,0
EUW1_6880959372',3,35,19,2,0,2,0,14,1,399,106,30838,32397,36504,4,41,8,0,0,1,0,4,352,86,26119,28852,27747,1,0
EUW1_6879380283',5,25,12,1,0,1,0,6,0,342,94,27414,27622,31873,1,27,12,1,1,1,0,7,335,82,26242,28941,31746,1,0
EUW1_6879360353',2,25,17,1,0,2,0,14,0,333,86,30325,27944,40151,6,35,18,1,0,2,0,6,353,96,30878,32887,44447,0,0
EUW1_6878596740',5,30,7,0,0,0,0,7,1,332,100,24480,28442,27233,6,30,20,1,1,1,0,0,398,88,31761,32413,33979,0,0
EUW1_6878567709',1,128,7,0,0,0,0,14,0,341,88,24081,28523,23477,0,74,20,2,0,3,0,2,406,88,33118,33945,41047,0,0
EUW1_6878521823',8,36,18,1,0,1,0,14,0,364,100,30796,30737,40797,0,29,12,1,0,2,0,6,334,72,28682,29166,29750,0,0
EUW1_6878469892',3,28,6,0,0,0,0,10,0,333,111,24185,28320,23251,5,33,14,1,1,1,0,0,378,92,28894,30246,32395,0,0
EUW1_6878436527',5,29,14,2,0,1,0,6,1,437,98,30806,32511,36491,5,29,11,0,0,2,0,10,355,84,25911,27661,26963,1,0
EUW1_6878318723',7,65,9,1,0,0,0,6,0,378,75,24936,29184,23263,11,71,12,1,0,1,0,2,415,100,28579,31861,30362,1,0
EUW1_6878246309',6,27,23,2,0,2,0,5,1,347,80,32615,29989,41104,5,32,17,0,0,0,0,8,297,104,28884,28736,38579,1,0
EUW1_6878213684',2,23,11,0,0,0,0,7,0,375,85,27463,32320,26938,9,36,12,2,0,1,0,3,410,93,28381,30586,24627,1,0
EUW1_6881559835',5,47,21,1,0,0,0,8,1,349,93,31527,29881,36309,3,30,10,0,0,1,0,3,328,94,26623,28666,24783,1,0
EUW1_6881481936',4,30,8,0,0,1,0,8,0,361,77,27234,26659,37898,6,33,17,1,0,0,0,1,341,96,29221,31070,36000,1,0
EUW1_6881443646',2,253,10,2,0,3,0,3,1,436,91,31699,32165,30701,3,26,5,0,0,1,0,12,352,84,23535,27021,20158,1,0
